Symbol	Description	Score	Synonyms	GO annotations	Links
GTF2I 	general transcription factor IIi [Source:HGNC Symbol;Acc:4659]	70.10	ENSG00000077809;ENSG00000263001;ENSP00000322542;ENSP00000322599;ENSP00000322671;ENSP00000387651;ENSP00000404240;ENSP00000405022;ENSP00000460070;2969;GTF2I;NP_001157108;NP_001267729;NP_001509;NP_127492;NP_127493;NP_127494;NM_001163636;NM_001518;NM_032999;NM_033000;NM_033001;BAP-135;BAP135;BTKAP1;DIWS;IB291;TFII-I;WBSCR6;GTF2I_HUMAN;P78347;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=2969
FBXO9 	F-box protein 9 [Source:HGNC Symbol;Acc:13588]	69.96	ENSG00000112146;ENSP00000244426;ENSP00000326968;ENSP00000359977;ENSP00000417154;ENSP00000417349;ENSP00000418858;ENSP00000420536;ENSP00000477487;26268;FBXO9;NP_036479;NP_258441;NP_258442;NM_012347;NM_033480;NM_033481;FBX9;NY-REN-57;FBX9_HUMAN;Q9UK97;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=26268
JAG1 	jagged 1 [Source:HGNC Symbol;Acc:6188]	69.92	ENSG00000101384;ENSP00000254958;ENSP00000389519;182;JAG1;NP_000205;NM_000214;AGS;AHD;AWS;CD339;HJ1;JAGL1;JAG1_HUMAN;P78504;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=182
MINA 	MYC induced nuclear antigen [Source:HGNC Symbol;Acc:19441]	69.61	ENSG00000170854;ENSP00000327424;ENSP00000328251;ENSP00000353395;ENSP00000377748;ENSP00000421347;ENSP00000423816;ENSP00000424530;ENSP00000424955;84864;MINA;NP_001035998;NP_001248758;NP_116167;NP_694822;NM_001042533;NM_001261829;NM_032778;NM_153182;FLJ14393;mdig;MINA53;MINA_HUMAN;Q8IUF8;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=84864
BTN3A2 	butyrophilin, subfamily 3, member A2 [Source:HGNC Symbol;Acc:1139]	69.47	ENSG00000186470;ENSP00000348751;ENSP00000366937;ENSP00000380140;ENSP00000380152;ENSP00000432138;ENSP00000433749;ENSP00000433880;ENSP00000434102;ENSP00000435952;ENSP00000442687;ENSP00000474533;11118;BTN3A2;NP_001184175;NP_001184176;NP_001184177;NP_001184178;NP_008978;NM_001197246;NM_001197247;NM_001197248;NM_001197249;NM_007047;BT3A2_HUMAN;P78410;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=11118
TNFAIP1 	tumor necrosis factor, alpha-induced protein 1 (endothelial) [Source:HGNC Symbol;Acc:11894]	69.47	ENSG00000109079;ENSG00000262447;ENSP00000226225;ENSP00000440749;ENSP00000459080;ENSP00000460559;ENSP00000464099;ENSP00000464515;ENSP00000464622;ENSP00000464637;ENSP00000464736;ENSP00000466301;7126;TNFAIP1;NP_066960;NM_021137;B61;BTBD34;EDP1;MGC2317;BACD2_HUMAN;Q13829;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=7126
ZNF518A 	zinc finger protein 518A [Source:HGNC Symbol;Acc:29009]	69.45	ENSG00000261900;ENSP00000459452;ENSP00000465648;9849;ZNF518A;NP_001265453;NP_001265454;NP_001265455;NP_055618;NM_001278524;NM_001278525;NM_014803;KIAA0335;ZNF518;Q6AHZ1;Z518A_HUMAN;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=9849
MON2 	MON2 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:29177]	69.37	ENSG00000061987;ENSP00000280379;ENSP00000377249;ENSP00000377250;ENSP00000377252;ENSP00000446626;ENSP00000446635;ENSP00000446802;ENSP00000447407;ENSP00000449215;ENSP00000450136;23041;MON2;NP_001265398;NP_001265399;NP_001265400;NP_001265401;NP_055841;NM_001278469;NM_001278470;NM_001278472;NM_015026;KIAA1040;MON2_HUMAN;Q7Z3U7;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=23041
PTEN 	phosphatase and tensin homolog [Source:HGNC Symbol;Acc:9588]	69.34	ENSG00000171862;ENSP00000361021;5728;PTEN;NP_000305;NM_000314;BZS;MHAM;MMAC1;PTEN1;P60484;PTEN_HUMAN;	single-organism cellular localization; single-organism localization	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5728
DGUOK 	deoxyguanosine kinase [Source:HGNC Symbol;Acc:2858]	69.32	ENSG00000114956;ENSP00000264093;ENSP00000306964;ENSP00000349294;ENSP00000408209;1716;DGUOK;NP_550438;NP_550440;NM_080916;NM_080918;DGUOK_HUMAN;Q16854;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=1716
UBE2L3 	ubiquitin-conjugating enzyme E2L 3 [Source:HGNC Symbol;Acc:12488]	69.24	ENSG00000185651;ENSP00000344259;ENSP00000400906;ENSP00000445931;7332;UBE2L3;NP_001243284;NP_001243285;NP_003338;NM_001256355;NM_001256356;NM_003347;UBCH7;P68036;UB2L3_HUMAN;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=7332
CDK14 	cyclin-dependent kinase 14 [Source:HGNC Symbol;Acc:8883]	69.23	ENSG00000058091;ENSP00000265741;ENSP00000369390;ENSP00000385034;ENSP00000387794;ENSP00000393616;ENSP00000394570;ENSP00000398936;ENSP00000401603;ENSP00000406848;ENSP00000410770;5218;CDK14;NP_036527;NM_012395;PFTAIRE1;PFTK1;CDK14_HUMAN;O94921;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5218
ZIC1 	Zic family member 1 [Source:HGNC Symbol;Acc:12872]	68.97	ENSG00000152977;ENSP00000282928;ENSP00000419664;7545;ZIC1;NP_003403;NM_003412;ZIC;ZNF201;Q15915;ZIC1_HUMAN;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=7545
ATP2A2 	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2 [Source:HGNC Symbol;Acc:812]	68.91	ENSG00000174437;ENSP00000311186;ENSP00000366913;ENSP00000378872;ENSP00000440045;ENSP00000447406;ENSP00000449454;ENSP00000450407;488;ATP2A2;NP_001672;NP_733765;NM_001681;NM_170665;ATP2B;DAR;SERCA2;AT2A2_HUMAN;P16615;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=488
H2AFV 	H2A histone family, member V [Source:HGNC Symbol;Acc:20664]	68.87	ENSG00000105968;ENSP00000222690;ENSP00000308405;ENSP00000340708;ENSP00000342714;ENSP00000370516;ENSP00000397115;ENSP00000406901;ENSP00000430492;94239;H2AFV;NP_036544;NP_619541;NP_958844;NP_958924;NP_958925;NM_012412;NM_138635;NM_201436;NM_201516;NM_201517;H2AV;MGC10170;MGC10831;MGC1947;H2AV_HUMAN;Q71UI9;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=94239
DMD 	dystrophin [Source:HGNC Symbol;Acc:2928]	68.67	ENSG00000198947;ENSP00000288447;ENSP00000340057;ENSP00000350765;ENSP00000352894;ENSP00000354464;ENSP00000354923;ENSP00000367948;ENSP00000367951;ENSP00000367974;ENSP00000367977;ENSP00000367979;ENSP00000367997;ENSP00000388559;ENSP00000395904;ENSP00000399897;ENSP00000417075;ENSP00000417123;ENSP00000417725;ENSP00000444119;1756;DMD;NP_000100;NP_003997;NP_004000;NP_004001;NP_004002;NP_004003;NP_004004;NP_004005;NP_004006;NP_004007;NP_004008;NP_004009;NP_004010;NP_004011;NP_004012;NP_004013;NP_004014;NM_000109;NM_004006;NM_004007;NM_004009;NM_004010;NM_004011;NM_004012;NM_004013;NM_004014;NM_004015;NM_004016;NM_004017;NM_004018;NM_004020;NM_004021;NM_004022;NM_004023;DXS142;DXS164;DXS206;DXS230;DXS239;DXS268;DXS269;DXS270;DXS272;DMD_HUMAN;P11532;	vinculin binding	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=1756
PRKD1 	protein kinase D1 [Source:HGNC Symbol;Acc:9407]	68.60	ENSG00000184304;ENSP00000333568;ENSP00000390535;ENSP00000446866;ENSP00000447333;ENSP00000447723;5587;PRKD1;NP_002733;NM_002742;PKC-mu;PKCM;PKD;PRKCM;KPCD1_HUMAN;Q15139;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5587
AP1S2 	adaptor-related protein complex 1, sigma 2 subunit [Source:HGNC Symbol;Acc:560]	68.35	ENSG00000182287;ENSP00000328789;ENSP00000369645;ENSP00000389474;ENSP00000403498;ENSP00000414714;ENSP00000444957;8905;AP1S2;NP_001259000;NP_003907;NM_001272071;NM_003916;MRX59;SIGMA1B;AP1S2_HUMAN;P56377;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=8905
TMEM97 	transmembrane protein 97 [Source:HGNC Symbol;Acc:28106]	68.33	ENSG00000109084;ENSG00000262046;ENSP00000226230;ENSP00000461068;ENSP00000461952;ENSP00000462827;ENSP00000462924;ENSP00000463281;ENSP00000466005;ENSP00000466211;ENSP00000466987;ENSP00000467573;27346;TMEM97;NP_055388;NM_014573;MAC30;Q5BJF2;TMM97_HUMAN;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=27346
LAMP2 	lysosomal-associated membrane protein 2 [Source:HGNC Symbol;Acc:6501]	68.31	ENSG00000005893;ENSP00000200639;ENSP00000360386;ENSP00000408411;ENSP00000431526;ENSP00000440479;ENSP00000440506;3920;LAMP2;NP_001116078;NP_002285;NP_054701;NM_001122606;NM_002294;NM_013995;CD107b;LAMP2_HUMAN;P13473;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=3920
PTPN13 	protein tyrosine phosphatase, non-receptor type 13 (APO-1/CD95 (Fas)-associated phosphatase) [Source:HGNC Symbol;Acc:9646]	68.18	ENSG00000163629;ENSP00000322675;ENSP00000394794;ENSP00000407249;ENSP00000408368;ENSP00000422835;ENSP00000423531;ENSP00000426626;5783;PTPN13;NP_006255;NP_542414;NP_542415;NP_542416;NM_006264;NM_080683;NM_080684;NM_080685;PTP-BAS;PTP-BL;PTP1E;PTPL1;PTN13_HUMAN;Q12923;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5783
MSL3 	male-specific lethal 3 homolog (Drosophila) [Source:HGNC Symbol;Acc:7370]	68.11	ENSG00000005302;ENSP00000312244;ENSP00000338078;ENSP00000354562;ENSP00000370067;ENSP00000370068;ENSP00000370069;ENSP00000381538;ENSP00000401809;ENSP00000418673;ENSP00000419976;10943;MSL3;NP_001180199;NP_001269103;NP_006791;NP_523352;NP_523353;NM_001193270;NM_006800;NM_078628;NM_078629;MSL3L1;MS3L1_HUMAN;Q8N5Y2;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=10943
APC 	adenomatous polyposis coli [Source:HGNC Symbol;Acc:583]	68.04	ENSG00000134982;ENSP00000257430;ENSP00000413133;ENSP00000423224;ENSP00000423828;ENSP00000424265;ENSP00000426541;ENSP00000427089;ENSP00000473355;324;APC;NP_000029;NP_001120982;NP_001120983;NM_000038;NM_001127510;NM_001127511;DP2.5;PPP1R46;APC_HUMAN;P25054;	cellular protein complex disassembly; macromolecular complex disassembly; protein complex disassembly; protein kinase binding	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=324
CYB5A 	cytochrome b5 type A (microsomal) [Source:HGNC Symbol;Acc:2570]	68.03	ENSG00000166347;ENSP00000299438;ENSP00000341625;ENSP00000381011;ENSP00000436461;1528;CYB5A;NP_001177736;NP_001905;NP_683725;NM_001190807;NM_001914;NM_148923;CYB5;CYB5_HUMAN;P00167;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=1528
IVNS1ABP 	influenza virus NS1A binding protein [Source:HGNC Symbol;Acc:16951]	67.87	ENSG00000116679;ENSP00000356467;ENSP00000356468;ENSP00000375864;ENSP00000401826;10625;IVNS1ABP;NP_006460;NM_006469;HSPC068;KIAA0850;KLHL39;NS-1;NS1-BP;NS1BP_HUMAN;Q9Y6Y0;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=10625
GPR37 	G protein-coupled receptor 37 (endothelin receptor type B-like) [Source:HGNC Symbol;Acc:4494]	67.78	ENSG00000170775;ENSP00000306449;2861;GPR37;NP_005293;NM_005302;EDNRBL;hET(B)R-LP;PAELR;GPR37_HUMAN;O15354;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=2861
SERBP1 	SERPINE1 mRNA binding protein 1 [Source:HGNC Symbol;Acc:17860]	67.77	ENSG00000142864;ENSP00000354591;ENSP00000360029;ENSP00000360033;ENSP00000360034;26135;SERBP1;NP_001018077;NP_001018078;NP_001018079;NP_056455;NM_001018067;NM_001018068;NM_001018069;NM_015640;CGI-55;CHD3IP;DKFZP564M2423;HABP4L;PAI-RBP1;PAIRBP1;PAIRB_HUMAN;Q8NC51;	mRNA binding	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=26135
UPF3A 	UPF3 regulator of nonsense transcripts homolog A (yeast) [Source:HGNC Symbol;Acc:20332]	67.73	ENSG00000169062;ENSP00000329592;ENSP00000364448;65110;UPF3A;NP_075387;NP_542418;NM_023011;NM_080687;HUPF3A;RENT3A;UPF3;Q9H1J1;REN3A_HUMAN;	mRNA catabolic process; nuclear-transcribed mRNA catabolic process; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay; RNA catabolic process	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=65110
CIAPIN1 	cytokine induced apoptosis inhibitor 1 [Source:HGNC Symbol;Acc:28050]	67.72	ENSG00000005194;ENSP00000377914;ENSP00000454480;ENSP00000455309;ENSP00000455572;ENSP00000456114;ENSP00000457042;ENSP00000457318;ENSP00000457400;ENSP00000457622;ENSP00000458000;57019;CIAPIN1;NP_064709;NM_020313;Anamorsin;CPIN1_HUMAN;Q6FI81;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=57019
MARS 	methionyl-tRNA synthetase [Source:HGNC Symbol;Acc:6898]	67.68	ENSG00000166986;ENSP00000262027;ENSP00000314653;ENSP00000439307;ENSP00000446168;ENSP00000446729;ENSP00000447145;ENSP00000447258;ENSP00000447335;ENSP00000447914;ENSP00000448378;ENSP00000448576;ENSP00000448910;ENSP00000449071;ENSP00000449787;ENSP00000450018;4141;MARS;NP_004981;NM_004990;MetRS;P56192;SYMC_HUMAN;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=4141
LSM5 	LSM5 homolog, U6 small nuclear RNA associated (S. cerevisiae) [Source:HGNC Symbol;Acc:17162]	67.44	ENSG00000106355;ENSP00000223084;ENSP00000386275;ENSP00000386363;ENSP00000386707;ENSP00000386814;ENSP00000387109;ENSP00000387126;ENSP00000410758;23658;LSM5;NP_001124182;NP_001132971;NP_036454;NM_001130710;NM_001139499;NM_012322;YER146W;LSM5_HUMAN;Q9Y4Y9;	mRNA catabolic process; nuclear-transcribed mRNA catabolic process; RNA catabolic process	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=23658
NAGA 	N-acetylgalactosaminidase, alpha- [Source:HGNC Symbol;Acc:7631]	67.42	ENSG00000198951;ENSP00000379680;ENSP00000384603;ENSP00000385283;4668;NAGA;NP_000253;NM_000262;D22S674;NAGAB_HUMAN;P17050;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=4668
WWP1 	WW domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:17004]	67.35	ENSG00000123124;ENSP00000265428;ENSP00000340564;ENSP00000342665;ENSP00000427793;ENSP00000429076;ENSP00000430228;11059;WWP1;NP_008944;NM_007013;AIP5;DKFZP434D2111;Q9H0M0;WWP1_HUMAN;	viral life cycle	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=11059
WBSCR22 	Williams Beuren syndrome chromosome region 22 [Source:HGNC Symbol;Acc:16405]	67.32	ENSG00000071462;ENSG00000262030;ENSP00000265758;ENSP00000390048;ENSP00000390136;ENSP00000391410;ENSP00000391761;ENSP00000392039;ENSP00000394852;ENSP00000397056;ENSP00000398314;ENSP00000398732;ENSP00000401191;ENSP00000404981;ENSP00000415387;ENSP00000458140;ENSP00000458176;ENSP00000458744;ENSP00000459315;ENSP00000459652;ENSP00000459881;ENSP00000460714;ENSP00000460874;ENSP00000461046;ENSP00000461229;ENSP00000461378;ENSP00000461650;ENSP00000461671;114049;WBSCR22;NP_001189489;NP_059998;NM_001202560;NM_017528;MERM1;MGC19709;MGC2022;MGC5140;PP3381;WBMT;O43709;WBS22_HUMAN;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=114049
CAMKK2 	calcium/calmodulin-dependent protein kinase kinase 2, beta [Source:HGNC Symbol;Acc:1470]	67.30	ENSG00000110931;ENSP00000312741;ENSP00000321230;ENSP00000336634;ENSP00000376265;ENSP00000376266;ENSP00000384591;ENSP00000384600;ENSP00000388273;ENSP00000388368;ENSP00000441352;ENSP00000444894;ENSP00000445400;ENSP00000445944;10645;CAMKK2;NP_001257414;NP_001257415;NP_006540;NP_705719;NP_705720;NP_757363;NP_757364;NP_757365;NP_757380;NM_001270485;NM_001270486;NM_006549;NM_153499;NM_153500;NM_172214;NM_172215;NM_172216;NM_172226;CAMKK;CAMKKB;KIAA0787;MGC15254;KKCC2_HUMAN;Q96RR4;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=10645
PFDN1 	prefoldin subunit 1 [Source:HGNC Symbol;Acc:8866]	67.30	ENSG00000113068;ENSP00000261813;ENSP00000426383;ENSP00000428707;5201;PFDN1;NP_002613;NM_002622;PFD1;O60925;PFD1_HUMAN;	'de novo' posttranslational protein folding; 'de novo' protein folding	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5201
TUBB 	tubulin, beta class I [Source:HGNC Symbol;Acc:20778]	67.29	ENSG00000183311;ENSG00000196230;ENSG00000224156;ENSG00000227739;ENSG00000229684;ENSG00000232421;ENSG00000232575;ENSG00000235067;ENSP00000339001;ENSP00000365578;ENSP00000373058;ENSP00000379668;ENSP00000379672;ENSP00000383374;ENSP00000383375;ENSP00000383378;ENSP00000391515;ENSP00000391672;ENSP00000392914;ENSP00000393340;ENSP00000394124;ENSP00000394841;ENSP00000395838;ENSP00000399046;ENSP00000399155;ENSP00000399280;ENSP00000400108;ENSP00000400663;ENSP00000401317;ENSP00000401546;ENSP00000403213;ENSP00000403868;ENSP00000406811;ENSP00000406981;ENSP00000407673;ENSP00000409249;ENSP00000410071;ENSP00000410829;ENSP00000413589;ENSP00000414479;ENSP00000416480;ENSP00000447684;ENSP00000447729;ENSP00000448087;ENSP00000448502;ENSP00000448889;ENSP00000448958;ENSP00000449827;203068;TUBB;NP_821133;NM_178014;M40;MGC16435;OK/SW-cl.56;Tubb5;P07437;TBB5_HUMAN;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=203068
VAMP3 	vesicle-associated membrane protein 3 [Source:HGNC Symbol;Acc:12644]	67.28	ENSG00000049245;ENSP00000054666;ENSP00000465820;9341;VAMP3;NP_004772;NM_004781;CEB;Q15836;VAMP3_HUMAN;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=9341
RTN1 	reticulon 1 [Source:HGNC Symbol;Acc:10467]	67.27	ENSG00000139970;ENSP00000267484;ENSP00000340716;ENSP00000378525;6252;RTN1;NP_066959;NP_996734;NM_021136;NM_206852;Q16799;RTN1_HUMAN;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6252
CTNNA1 	catenin (cadherin-associated protein), alpha 1, 102kDa [Source:HGNC Symbol;Acc:2509]	67.23	ENSG00000044115;ENSP00000304669;ENSP00000347190;ENSP00000427821;ENSP00000428044;ENSP00000428049;ENSP00000428088;ENSP00000428202;ENSP00000428439;ENSP00000428686;ENSP00000428710;ENSP00000428894;ENSP00000429103;ENSP00000429142;ENSP00000429457;ENSP00000429569;ENSP00000429636;ENSP00000429738;ENSP00000430076;ENSP00000430078;ENSP00000430177;ENSP00000430240;ENSP00000430304;ENSP00000430379;ENSP00000430623;ENSP00000430626;ENSP00000430671;ENSP00000430841;ENSP00000430981;ENSP00000431033;ENSP00000431118;ENSP00000438476;1495;CTNNA1;NP_001894;NM_001903;CAP102;CTNA1_HUMAN;P35221;	vinculin binding	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=1495
PPP4R1 	protein phosphatase 4, regulatory subunit 1 [Source:HGNC Symbol;Acc:9320]	67.20	ENSG00000154845;ENSP00000285124;ENSP00000383401;ENSP00000383402;ENSP00000462161;ENSP00000462399;ENSP00000462485;ENSP00000462621;ENSP00000463345;ENSP00000463459;ENSP00000463909;ENSP00000464394;9989;PPP4R1;NP_001035847;NP_005125;NM_001042388;NM_005134;PP4R1;PP4R1_HUMAN;Q8TF05;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=9989
WDR7 	WD repeat domain 7 [Source:HGNC Symbol;Acc:13490]	67.16	ENSG00000091157;ENSP00000254442;ENSP00000350187;ENSP00000466288;ENSP00000466438;ENSP00000466480;ENSP00000467485;ENSP00000467596;ENSP00000467644;ENSP00000468357;ENSP00000468555;23335;WDR7;NP_056100;NP_443066;NM_015285;NM_052834;KIAA0541;TRAG;Q9Y4E6;WDR7_HUMAN;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=23335
MNT 	MNT, MAX dimerization protein [Source:HGNC Symbol;Acc:7188]	66.99	ENSG00000070444;ENSP00000174618;ENSP00000476269;4335;MNT;NP_064706;NM_020310;bHLHd3;MAD6;MXD6;ROX;MNT_HUMAN;Q99583;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=4335
LPIN1 	lipin 1 [Source:HGNC Symbol;Acc:13345]	66.94	ENSG00000134324;ENSP00000256720;ENSP00000379404;ENSP00000379405;ENSP00000379406;ENSP00000386120;ENSP00000392424;ENSP00000397908;ENSP00000401522;ENSP00000412578;ENSP00000413714;23175;LPIN1;NP_001248356;NP_001248357;NP_001248358;NP_663731;NM_001261427;NM_001261428;NM_001261429;NM_145693;KIAA0188;LPIN1_HUMAN;Q14693;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=23175
CX3CR1 	chemokine (C-X3-C motif) receptor 1 [Source:HGNC Symbol;Acc:2558]	66.92	ENSG00000168329;ENSP00000351059;ENSP00000382166;ENSP00000394960;ENSP00000408835;ENSP00000439140;ENSP00000444928;1524;CX3CR1;NP_001164642;NP_001164643;NP_001164645;NP_001328;NM_001171171;NM_001171172;NM_001171174;NM_001337;CMKBRL1;CMKDR1;GPR13;V28;CX3C1_HUMAN;P49238;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=1524
RPL17-C18orf32 	RPL17-C18orf32 readthrough [Source:HGNC Symbol;Acc:44661]	66.88	ENSG00000215472;ENSP00000352143;ENSP00000463338;ENSP00000463379;100526842;6139;RPL17-C18orf32;NP_001186284;NP_001186285;NM_001199355;NM_001199356;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=100526842
GTF2H1 	general transcription factor IIH, polypeptide 1, 62kDa [Source:HGNC Symbol;Acc:4655]	66.82	ENSG00000110768;ENSP00000265963;ENSP00000393638;ENSP00000431481;ENSP00000433133;ENSP00000435375;ENSP00000436575;ENSP00000439774;2965;GTF2H1;NP_001135779;NP_005307;NM_001142307;NM_005316;P32780;TF2H1_HUMAN;	viral transcription	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=2965
SUCLG2 	succinate-CoA ligase, GDP-forming, beta subunit [Source:HGNC Symbol;Acc:11450]	66.82	ENSG00000172340;ENSP00000307432;ENSP00000417260;ENSP00000417589;ENSP00000419325;8801;SUCLG2;NP_001171070;NP_003839;NM_001177599;NM_003848;Q96I99;SUCB2_HUMAN;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=8801
FAM107A 	family with sequence similarity 107, member A [Source:HGNC Symbol;Acc:30827]	66.79	ENSG00000168309;ENSP00000354270;ENSP00000377991;ENSP00000400858;ENSP00000418038;ENSP00000419124;ENSP00000419529;11170;FAM107A;NP_001070246;NP_001269642;NP_001269643;NP_009108;NM_001076778;NM_001282713;NM_007177;DRR1;TU3A;F107A_HUMAN;O95990;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=11170
ZFYVE26 	zinc finger, FYVE domain containing 26 [Source:HGNC Symbol;Acc:20761]	66.78	ENSG00000072121;ENSP00000251119;ENSP00000450431;ENSP00000450603;ENSP00000452142;23503;ZFYVE26;NP_056161;NM_015346;KIAA0321;SPG15;Q68DK2;ZFY26_HUMAN;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=23503
FADS3 	fatty acid desaturase 3 [Source:HGNC Symbol;Acc:3576]	66.75	ENSG00000221968;ENSP00000278829;ENSP00000431533;ENSP00000432012;ENSP00000432206;ENSP00000434551;ENSP00000435597;ENSP00000436890;ENSP00000439308;3995;FADS3;NP_068373;NM_021727;CYB5RP;LLCDL3;FADS3_HUMAN;Q9Y5Q0;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=3995
SNPH 	syntaphilin [Source:HGNC Symbol;Acc:15931]	66.66	ENSG00000101298;ENSP00000371291;ENSP00000371297;9751;SNPH;NP_055538;NM_014723;bA314N13.5;O15079;SNPH_HUMAN;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=9751
HBB 	hemoglobin, beta [Source:HGNC Symbol;Acc:4827]	66.62	ENSG00000244734;ENSP00000333994;ENSP00000369671;3043;HBB;NP_000509;NM_000518;beta-globin;CD113t-C;HBB_HUMAN;P68871;	cytosolic part	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=3043
ETS2 	v-ets avian erythroblastosis virus E26 oncogene homolog 2 [Source:HGNC Symbol;Acc:3489]	66.51	ENSG00000157557;ENSP00000353344;ENSP00000354194;ENSP00000401273;ENSP00000411086;2114;ETS2;NP_001243224;NP_005230;NM_001256295;NM_005239;ETS2_HUMAN;P15036;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=2114
STOM 	stomatin [Source:HGNC Symbol;Acc:3383]	66.23	ENSG00000148175;ENSP00000286713;ENSP00000339607;ENSP00000445764;2040;STOM;NP_001257455;NP_001257456;NP_004090;NP_937837;NM_001270526;NM_004099;NM_198194;BND7;EPB7;EPB72;P27105;STOM_HUMAN;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=2040
TMEM87A 	transmembrane protein 87A [Source:HGNC Symbol;Acc:24522]	66.08	ENSG00000103978;ENSP00000305894;ENSP00000374484;ENSP00000405379;ENSP00000454278;ENSP00000454539;ENSP00000455343;ENSP00000456225;ENSP00000456940;ENSP00000457308;ENSP00000457874;25963;TMEM87A;NP_001103973;NP_056312;NM_001110503;NM_015497;DKFZP564G2022;Q8NBN3;TM87A_HUMAN;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=25963
