GeneMANIA Results		
Plugin Version	3.4.0 (20150529-1245)	
NUP133	0.48	nucleoporin 133kDa [Source:HGNC Symbol;Acc:18016]
PALLD	0.48	"palladin, cytoskeletal associated protein [Source:HGNC Symbol;Acc:17068]"
SRSF6	0.48	serine/arginine-rich splicing factor 6 [Source:HGNC Symbol;Acc:10788]
PCBP2	0.48	poly(rC) binding protein 2 [Source:HGNC Symbol;Acc:8648]
AEBP1	0.48	AE binding protein 1 [Source:HGNC Symbol;Acc:303]
CHCHD4	0.48	coiled-coil-helix-coiled-coil-helix domain containing 4 [Source:HGNC Symbol;Acc:26467]
ACTG1	0.48	"actin, gamma 1 [Source:HGNC Symbol;Acc:144]"
VCAN	0.48	versican [Source:HGNC Symbol;Acc:2464]
HSP90AB1	0.48	"heat shock protein 90kDa alpha (cytosolic), class B member 1 [Source:HGNC Symbol;Acc:5258]"
PLIN2	0.48	perilipin 2 [Source:HGNC Symbol;Acc:248]
PPFIA1	0.48	"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1 [Source:HGNC Symbol;Acc:9245]"
MRPL23	0.48	mitochondrial ribosomal protein L23 [Source:HGNC Symbol;Acc:10322]
CYC1	0.47	cytochrome c-1 [Source:HGNC Symbol;Acc:2579]
PUF60	0.47	poly-U binding splicing factor 60KDa [Source:HGNC Symbol;Acc:17042]
VCL	0.47	vinculin [Source:HGNC Symbol;Acc:12665]
SPAG9	0.47	sperm associated antigen 9 [Source:HGNC Symbol;Acc:14524]
EMILIN1	0.47	elastin microfibril interfacer 1 [Source:HGNC Symbol;Acc:19880]
ATP5A1	0.47	"ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle [Source:HGNC Symbol;Acc:823]"
S100A10	0.47	S100 calcium binding protein A10 [Source:HGNC Symbol;Acc:10487]
BTG2	0.47	"BTG family, member 2 [Source:HGNC Symbol;Acc:1131]"
RAI14	0.47	retinoic acid induced 14 [Source:HGNC Symbol;Acc:14873]
ADAR	0.47	"adenosine deaminase, RNA-specific [Source:HGNC Symbol;Acc:225]"
THOC2	0.47	THO complex 2 [Source:HGNC Symbol;Acc:19073]
SRP19	0.47	signal recognition particle 19kDa [Source:HGNC Symbol;Acc:11300]
COL1A2	0.47	"collagen, type I, alpha 2 [Source:HGNC Symbol;Acc:2198]"
KLF6	0.47	Kruppel-like factor 6 [Source:HGNC Symbol;Acc:2235]
EDNRA	0.47	endothelin receptor type A [Source:HGNC Symbol;Acc:3179]
JUND	0.46	jun D proto-oncogene [Source:HGNC Symbol;Acc:6206]
PRPF19	0.46	pre-mRNA processing factor 19 [Source:HGNC Symbol;Acc:17896]
PDCD4	0.46	programmed cell death 4 (neoplastic transformation inhibitor) [Source:HGNC Symbol;Acc:8763]
C11orf58	0.46	chromosome 11 open reading frame 58 [Source:HGNC Symbol;Acc:16990]
NBR1	0.46	neighbor of BRCA1 gene 1 [Source:HGNC Symbol;Acc:6746]
PPFIA3	0.46	"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 3 [Source:HGNC Symbol;Acc:9247]"
PDCL3	0.46	phosducin-like 3 [Source:HGNC Symbol;Acc:28860]
DDX5	0.46	DEAD (Asp-Glu-Ala-Asp) box helicase 5 [Source:HGNC Symbol;Acc:2746]
XRCC6	0.46	X-ray repair complementing defective repair in Chinese hamster cells 6 [Source:HGNC Symbol;Acc:4055]
KEAP1	0.46	kelch-like ECH-associated protein 1 [Source:HGNC Symbol;Acc:23177]
TRIM28	0.46	tripartite motif containing 28 [Source:HGNC Symbol;Acc:16384]
COX4I1	0.46	cytochrome c oxidase subunit IV isoform 1 [Source:HGNC Symbol;Acc:2265]
MRPS27	0.46	mitochondrial ribosomal protein S27 [Source:HGNC Symbol;Acc:14512]
BTAF1	0.46	"BTAF1 RNA polymerase II, B-TFIID transcription factor-associated, 170kDa [Source:HGNC Symbol;Acc:17307]"
CEP152	0.46	centrosomal protein 152kDa [Source:HGNC Symbol;Acc:29298]
FRG1	0.46	FSHD region gene 1 [Source:HGNC Symbol;Acc:3954]
GNL3	0.46	guanine nucleotide binding protein-like 3 (nucleolar) [Source:HGNC Symbol;Acc:29931]
PTBP1	0.46	polypyrimidine tract binding protein 1 [Source:HGNC Symbol;Acc:9583]
USP34	0.46	ubiquitin specific peptidase 34 [Source:HGNC Symbol;Acc:20066]
SNRNP200	0.46	small nuclear ribonucleoprotein 200kDa (U5) [Source:HGNC Symbol;Acc:30859]
UBXN7	0.46	UBX domain protein 7 [Source:HGNC Symbol;Acc:29119]
UQCRB	0.46	ubiquinol-cytochrome c reductase binding protein [Source:HGNC Symbol;Acc:12582]
NOP56	0.46	NOP56 ribonucleoprotein [Source:HGNC Symbol;Acc:15911]
BCLAF1	0.46	BCL2-associated transcription factor 1 [Source:HGNC Symbol;Acc:16863]
BAG2	0.46	BCL2-associated athanogene 2 [Source:HGNC Symbol;Acc:938]
HBEGF	0.46	heparin-binding EGF-like growth factor [Source:HGNC Symbol;Acc:3059]
TARBP1	0.46	TAR (HIV-1) RNA binding protein 1 [Source:HGNC Symbol;Acc:11568]
DDX42	0.46	DEAD (Asp-Glu-Ala-Asp) box helicase 42 [Source:HGNC Symbol;Acc:18676]
PRDX3	0.46	peroxiredoxin 3 [Source:HGNC Symbol;Acc:9354]
RRAS2	0.46	related RAS viral (r-ras) oncogene homolog 2 [Source:HGNC Symbol;Acc:17271]
SETDB1	0.46	"SET domain, bifurcated 1 [Source:HGNC Symbol;Acc:10761]"
ACTN4	0.45	"actinin, alpha 4 [Source:HGNC Symbol;Acc:166]"
KAT6B	0.45	K(lysine) acetyltransferase 6B [Source:HGNC Symbol;Acc:17582]
CHMP2A	0.45	charged multivesicular body protein 2A [Source:HGNC Symbol;Acc:30216]
FBL	0.45	fibrillarin [Source:HGNC Symbol;Acc:3599]
FAM179B	0.45	"family with sequence similarity 179, member B [Source:HGNC Symbol;Acc:19959]"
RBM39	0.45	RNA binding motif protein 39 [Source:HGNC Symbol;Acc:15923]
STRN	0.45	"striatin, calmodulin binding protein [Source:HGNC Symbol;Acc:11424]"
PKD2	0.45	polycystic kidney disease 2 (autosomal dominant) [Source:HGNC Symbol;Acc:9009]
SLC25A6	0.45	"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 6 [Source:HGNC Symbol;Acc:10992]"
TTC1	0.45	tetratricopeptide repeat domain 1 [Source:HGNC Symbol;Acc:12391]
COL6A3	0.45	"collagen, type VI, alpha 3 [Source:HGNC Symbol;Acc:2213]"
COL1A1	0.45	"collagen, type I, alpha 1 [Source:HGNC Symbol;Acc:2197]"
SUMO2	0.45	small ubiquitin-like modifier 2 [Source:HGNC Symbol;Acc:11125]
SNRPA1	0.45	small nuclear ribonucleoprotein polypeptide A' [Source:HGNC Symbol;Acc:11152]
HNRNPA1	0.45	heterogeneous nuclear ribonucleoprotein A1 [Source:HGNC Symbol;Acc:5031]
TSR1	0.45	"TSR1, 20S rRNA accumulation, homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:25542]"
ZC3HAV1	0.45	"zinc finger CCCH-type, antiviral 1 [Source:HGNC Symbol;Acc:23721]"
COX6C	0.45	cytochrome c oxidase subunit VIc [Source:HGNC Symbol;Acc:2285]
SLC25A3	0.45	"solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 3 [Source:HGNC Symbol;Acc:10989]"
POSTN	0.45	"periostin, osteoblast specific factor [Source:HGNC Symbol;Acc:16953]"
UBQLN1	0.45	ubiquilin 1 [Source:HGNC Symbol;Acc:12508]
CYR61	0.45	"cysteine-rich, angiogenic inducer, 61 [Source:HGNC Symbol;Acc:2654]"
EIF3I	0.45	"eukaryotic translation initiation factor 3, subunit I [Source:HGNC Symbol;Acc:3272]"
HAX1	0.45	HCLS1 associated protein X-1 [Source:HGNC Symbol;Acc:16915]
HELZ	0.45	helicase with zinc finger [Source:HGNC Symbol;Acc:16878]
MMP2	0.45	"matrix metallopeptidase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase) [Source:HGNC Symbol;Acc:7166]"
GTF2H3	0.45	"general transcription factor IIH, polypeptide 3, 34kDa [Source:HGNC Symbol;Acc:4657]"
ZNF292	0.44	zinc finger protein 292 [Source:HGNC Symbol;Acc:18410]
IGF2R	0.44	insulin-like growth factor 2 receptor [Source:HGNC Symbol;Acc:5467]
SF3B14	0.44	Pre-mRNA branch site protein p14  [Source:UniProtKB/Swiss-Prot;Acc:Q9Y3B4]
COX8A	0.44	cytochrome c oxidase subunit VIIIA (ubiquitous) [Source:HGNC Symbol;Acc:2294]
COL5A1	0.44	"collagen, type V, alpha 1 [Source:HGNC Symbol;Acc:2209]"
TNFRSF1A	0.44	"tumor necrosis factor receptor superfamily, member 1A [Source:HGNC Symbol;Acc:11916]"
CDK4	0.44	cyclin-dependent kinase 4 [Source:HGNC Symbol;Acc:1773]
C2orf47	0.44	chromosome 2 open reading frame 47 [Source:HGNC Symbol;Acc:26198]
MYCBP2	0.44	"MYC binding protein 2, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:23386]"
EIF3B	0.44	"eukaryotic translation initiation factor 3, subunit B [Source:HGNC Symbol;Acc:3280]"
MFAP2	0.44	microfibrillar-associated protein 2 [Source:HGNC Symbol;Acc:7033]
SKIV2L2	0.44	superkiller viralicidic activity 2-like 2 (S. cerevisiae) [Source:HGNC Symbol;Acc:18734]
TBCD	0.44	tubulin folding cofactor D [Source:HGNC Symbol;Acc:11581]
RASA2	0.44	RAS p21 protein activator 2 [Source:HGNC Symbol;Acc:9872]
ITM2A	0.44	integral membrane protein 2A [Source:HGNC Symbol;Acc:6173]
GPR183	0.44	G protein-coupled receptor 183 [Source:HGNC Symbol;Acc:3128]
Mar-02	0.44	"membrane-associated ring finger (C3HC4) 2, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:28038]"
MAPK7	0.44	mitogen-activated protein kinase 7 [Source:HGNC Symbol;Acc:6880]
LOX	0.44	lysyl oxidase [Source:HGNC Symbol;Acc:6664]
TAX1BP3	0.44	Tax1 (human T-cell leukemia virus type I) binding protein 3 [Source:HGNC Symbol;Acc:30684]
SF3A3	0.44	"splicing factor 3a, subunit 3, 60kDa [Source:HGNC Symbol;Acc:10767]"
PLAT	0.44	"plasminogen activator, tissue [Source:HGNC Symbol;Acc:9051]"
TIMP3	0.44	TIMP metallopeptidase inhibitor 3 [Source:HGNC Symbol;Acc:11822]
MXRA7	0.44	matrix-remodelling associated 7 [Source:HGNC Symbol;Acc:7541]
RAB31	0.44	"RAB31, member RAS oncogene family [Source:HGNC Symbol;Acc:9771]"
IGFBP7	0.44	insulin-like growth factor binding protein 7 [Source:HGNC Symbol;Acc:5476]
EIF2S3	0.43	"eukaryotic translation initiation factor 2, subunit 3 gamma, 52kDa [Source:HGNC Symbol;Acc:3267]"
FLAD1	0.43	flavin adenine dinucleotide synthetase 1 [Source:HGNC Symbol;Acc:24671]
SCN2B	0.43	"sodium channel, voltage-gated, type II, beta subunit [Source:HGNC Symbol;Acc:10589]"
ACTA2	0.43	"actin, alpha 2, smooth muscle, aorta [Source:HGNC Symbol;Acc:130]"
RBM6	0.43	RNA binding motif protein 6 [Source:HGNC Symbol;Acc:9903]
SREK1	0.43	splicing regulatory glutamine/lysine-rich protein 1 [Source:HGNC Symbol;Acc:17882]
MGST2	0.43	microsomal glutathione S-transferase 2 [Source:HGNC Symbol;Acc:7063]
PPP2R2D	0.43	"protein phosphatase 2, regulatory subunit B, delta [Source:HGNC Symbol;Acc:23732]"
EGR1	0.43	early growth response 1 [Source:HGNC Symbol;Acc:3238]
COL4A1	0.43	"collagen, type IV, alpha 1 [Source:HGNC Symbol;Acc:2202]"
TUBA4A	0.43	"tubulin, alpha 4a [Source:HGNC Symbol;Acc:12407]"
MACF1	0.43	microtubule-actin crosslinking factor 1 [Source:HGNC Symbol;Acc:13664]
TSNAX	0.43	translin-associated factor X [Source:HGNC Symbol;Acc:12380]
RAB13	0.43	"RAB13, member RAS oncogene family [Source:HGNC Symbol;Acc:9762]"
PAM	0.43	peptidylglycine alpha-amidating monooxygenase [Source:HGNC Symbol;Acc:8596]
JUN	0.43	jun proto-oncogene [Source:HGNC Symbol;Acc:6204]
THBS1	0.43	thrombospondin 1 [Source:HGNC Symbol;Acc:11785]
IER3	0.43	immediate early response 3 [Source:HGNC Symbol;Acc:5392]
SON	0.43	SON DNA binding protein [Source:HGNC Symbol;Acc:11183]
MARCKSL1	0.43	MARCKS-like 1 [Source:HGNC Symbol;Acc:7142]
ATIC	0.43	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase [Source:HGNC Symbol;Acc:794]
LMNA	0.42	lamin A/C [Source:HGNC Symbol;Acc:6636]
LAMB1	0.42	"laminin, beta 1 [Source:HGNC Symbol;Acc:6486]"
HMGN2	0.42	high mobility group nucleosomal binding domain 2 [Source:HGNC Symbol;Acc:4986]
MRPL9	0.42	mitochondrial ribosomal protein L9 [Source:HGNC Symbol;Acc:14277]
BTBD3	0.42	BTB (POZ) domain containing 3 [Source:HGNC Symbol;Acc:15854]
IPO5	0.42	importin 5 [Source:HGNC Symbol;Acc:6402]
UNG	0.42	uracil-DNA glycosylase [Source:HGNC Symbol;Acc:12572]
TIMP1	0.42	TIMP metallopeptidase inhibitor 1 [Source:HGNC Symbol;Acc:11820]
ATP6V1F	0.42	"ATPase, H+ transporting, lysosomal 14kDa, V1 subunit F [Source:HGNC Symbol;Acc:16832]"
STON1	0.42	stonin 1 [Source:HGNC Symbol;Acc:17003]
PSMB5	0.42	"proteasome (prosome, macropain) subunit, beta type, 5 [Source:HGNC Symbol;Acc:9542]"
LUC7L2	0.42	LUC7-like 2 (S. cerevisiae) [Source:HGNC Symbol;Acc:21608]
HINT1	0.42	histidine triad nucleotide binding protein 1 [Source:HGNC Symbol;Acc:4912]
LARP4	0.42	"La ribonucleoprotein domain family, member 4 [Source:HGNC Symbol;Acc:24320]"
EIF4A3	0.42	eukaryotic translation initiation factor 4A3 [Source:HGNC Symbol;Acc:18683]
MYL9	0.42	"myosin, light chain 9, regulatory [Source:HGNC Symbol;Acc:15754]"
UQCRH	0.42	ubiquinol-cytochrome c reductase hinge protein [Source:HGNC Symbol;Acc:12590]
MARCKS	0.42	myristoylated alanine-rich protein kinase C substrate [Source:HGNC Symbol;Acc:6759]
LRRC15	0.41	leucine rich repeat containing 15 [Source:HGNC Symbol;Acc:20818]
UBAP2L	0.41	ubiquitin associated protein 2-like [Source:HGNC Symbol;Acc:29877]
ZCCHC11	0.41	"zinc finger, CCHC domain containing 11 [Source:HGNC Symbol;Acc:28981]"
PSMB6	0.41	"proteasome (prosome, macropain) subunit, beta type, 6 [Source:HGNC Symbol;Acc:9543]"
AHSA1	0.41	"AHA1, activator of heat shock 90kDa protein ATPase homolog 1 (yeast) [Source:HGNC Symbol;Acc:1189]"
C1QBP	0.41	"complement component 1, q subcomponent binding protein [Source:HGNC Symbol;Acc:1243]"
ZNF148	0.41	zinc finger protein 148 [Source:HGNC Symbol;Acc:12933]
HSPA5	0.41	"heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa) [Source:HGNC Symbol;Acc:5238]"
CPE	0.41	carboxypeptidase E [Source:HGNC Symbol;Acc:2303]
ANXA5	0.41	annexin A5 [Source:HGNC Symbol;Acc:543]
PTBP2	0.41	polypyrimidine tract binding protein 2 [Source:HGNC Symbol;Acc:17662]
DCTN3	0.41	dynactin 3 (p22) [Source:HGNC Symbol;Acc:2713]
ATG14	0.41	autophagy related 14 [Source:HGNC Symbol;Acc:19962]
TSC22D1	0.41	"TSC22 domain family, member 1 [Source:HGNC Symbol;Acc:16826]"
CTSA	0.41	cathepsin A [Source:HGNC Symbol;Acc:9251]
DDX50	0.41	DEAD (Asp-Glu-Ala-Asp) box polypeptide 50 [Source:HGNC Symbol;Acc:17906]
PSMC5	0.41	"proteasome (prosome, macropain) 26S subunit, ATPase, 5 [Source:HGNC Symbol;Acc:9552]"
HSPA2	0.41	heat shock 70kDa protein 2 [Source:HGNC Symbol;Acc:5235]
SNRPD2	0.41	small nuclear ribonucleoprotein D2 polypeptide 16.5kDa [Source:HGNC Symbol;Acc:11159]
ZNF160	0.41	zinc finger protein 160 [Source:HGNC Symbol;Acc:12948]
TOP2B	0.41	topoisomerase (DNA) II beta 180kDa [Source:HGNC Symbol;Acc:11990]
CNN3	0.41	"calponin 3, acidic [Source:HGNC Symbol;Acc:2157]"
TRA2A	0.41	transformer 2 alpha homolog (Drosophila) [Source:HGNC Symbol;Acc:16645]
ZFC3H1	0.41	"zinc finger, C3H1-type containing [Source:HGNC Symbol;Acc:28328]"
TRIM66	0.4	tripartite motif containing 66 [Source:HGNC Symbol;Acc:29005]
LSM14A	0.4	"LSM14A, SCD6 homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:24489]"
RAD23B	0.4	RAD23 homolog B (S. cerevisiae) [Source:HGNC Symbol;Acc:9813]
RPS6KA5	0.4	"ribosomal protein S6 kinase, 90kDa, polypeptide 5 [Source:HGNC Symbol;Acc:10434]"
CTSB	0.4	cathepsin B [Source:HGNC Symbol;Acc:2527]
CTSK	0.4	cathepsin K [Source:HGNC Symbol;Acc:2536]
G3BP1	0.4	GTPase activating protein (SH3 domain) binding protein 1 [Source:HGNC Symbol;Acc:30292]
FAM172A	0.4	"family with sequence similarity 172, member A [Source:HGNC Symbol;Acc:25365]"
SATB1	0.4	SATB homeobox 1 [Source:HGNC Symbol;Acc:10541]
KLF4	0.4	Kruppel-like factor 4 (gut) [Source:HGNC Symbol;Acc:6348]
MAZ	0.4	MYC-associated zinc finger protein (purine-binding transcription factor) [Source:HGNC Symbol;Acc:6914]
COL14A1	0.4	"collagen, type XIV, alpha 1 [Source:HGNC Symbol;Acc:2191]"
MBTD1	0.4	mbt domain containing 1 [Source:HGNC Symbol;Acc:19866]
PRPF39	0.4	pre-mRNA processing factor 39 [Source:HGNC Symbol;Acc:20314]
FAM20B	0.4	"family with sequence similarity 20, member B [Source:HGNC Symbol;Acc:23017]"
ISLR	0.4	immunoglobulin superfamily containing leucine-rich repeat [Source:HGNC Symbol;Acc:6133]
RAC1	0.4	"ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1) [Source:HGNC Symbol;Acc:9801]"
TBCE	0.4	tubulin folding cofactor E [Source:HGNC Symbol;Acc:11582]
JOSD1	0.4	Josephin domain containing 1 [Source:HGNC Symbol;Acc:28953]
SYNCRIP	0.4	"synaptotagmin binding, cytoplasmic RNA interacting protein [Source:HGNC Symbol;Acc:16918]"
NR4A2	0.4	"nuclear receptor subfamily 4, group A, member 2 [Source:HGNC Symbol;Acc:7981]"
ATF7IP	0.4	activating transcription factor 7 interacting protein [Source:HGNC Symbol;Acc:20092]
NID2	0.4	nidogen 2 (osteonidogen) [Source:HGNC Symbol;Acc:13389]
TPM1	0.4	tropomyosin 1 (alpha) [Source:HGNC Symbol;Acc:12010]
PSMC1	0.4	"proteasome (prosome, macropain) 26S subunit, ATPase, 1 [Source:HGNC Symbol;Acc:9547]"
MRPL11	0.4	mitochondrial ribosomal protein L11 [Source:HGNC Symbol;Acc:14042]
SCAMP3	0.4	secretory carrier membrane protein 3 [Source:HGNC Symbol;Acc:10565]
POLR3C	0.4	polymerase (RNA) III (DNA directed) polypeptide C (62kD) [Source:HGNC Symbol;Acc:30076]
MYH10	0.4	"myosin, heavy chain 10, non-muscle [Source:HGNC Symbol;Acc:7568]"
C22orf39	0.4	chromosome 22 open reading frame 39 [Source:HGNC Symbol;Acc:27012]
LAMC1	0.4	"laminin, gamma 1 (formerly LAMB2) [Source:HGNC Symbol;Acc:6492]"
STAU1	0.4	staufen double-stranded RNA binding protein 1 [Source:HGNC Symbol;Acc:11370]
FIBP	0.4	fibroblast growth factor (acidic) intracellular binding protein [Source:HGNC Symbol;Acc:3705]
ZNF12	0.4	zinc finger protein 12 [Source:HGNC Symbol;Acc:12902]
FILIP1L	0.4	filamin A interacting protein 1-like [Source:HGNC Symbol;Acc:24589]
SLC25A5	0.4	"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5 [Source:HGNC Symbol;Acc:10991]"
CD302	0.4	CD302 molecule [Source:HGNC Symbol;Acc:30843]
CTTNBP2	0.4	cortactin binding protein 2 [Source:HGNC Symbol;Acc:15679]
ATF3	0.39	activating transcription factor 3 [Source:HGNC Symbol;Acc:785]
EPRS	0.39	glutamyl-prolyl-tRNA synthetase [Source:HGNC Symbol;Acc:3418]
RPL18A	0.39	ribosomal protein L18a [Source:HGNC Symbol;Acc:10311]
GALNT10	0.39	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 10 (GalNAc-T10) [Source:HGNC Symbol;Acc:19873]
DUSP2	0.39	dual specificity phosphatase 2 [Source:HGNC Symbol;Acc:3068]
KMT2E	0.39	lysine (K)-specific methyltransferase 2E [Source:HGNC Symbol;Acc:18541]
RNF144A	0.39	ring finger protein 144A [Source:HGNC Symbol;Acc:20457]
LSM5	0.39	"LSM5 homolog, U6 small nuclear RNA associated (S. cerevisiae) [Source:HGNC Symbol;Acc:17162]"
HGS	0.39	hepatocyte growth factor-regulated tyrosine kinase substrate [Source:HGNC Symbol;Acc:4897]
DNAJB6	0.39	"DnaJ (Hsp40) homolog, subfamily B, member 6 [Source:HGNC Symbol;Acc:14888]"
YTHDC2	0.39	YTH domain containing 2 [Source:HGNC Symbol;Acc:24721]
MAPK6	0.39	mitogen-activated protein kinase 6 [Source:HGNC Symbol;Acc:6879]
CDK2AP1	0.39	cyclin-dependent kinase 2 associated protein 1 [Source:HGNC Symbol;Acc:14002]
NXF1	0.39	nuclear RNA export factor 1 [Source:HGNC Symbol;Acc:8071]
CPQ	0.39	carboxypeptidase Q [Source:HGNC Symbol;Acc:16910]
TIA1	0.39	TIA1 cytotoxic granule-associated RNA binding protein [Source:HGNC Symbol;Acc:11802]
PDGFRB	0.39	"platelet-derived growth factor receptor, beta polypeptide [Source:HGNC Symbol;Acc:8804]"
SRP14	0.39	signal recognition particle 14kDa (homologous Alu RNA binding protein) [Source:HGNC Symbol;Acc:11299]
CKAP5	0.39	cytoskeleton associated protein 5 [Source:HGNC Symbol;Acc:28959]
THBS2	0.39	thrombospondin 2 [Source:HGNC Symbol;Acc:11786]
TTC3	0.39	tetratricopeptide repeat domain 3 [Source:HGNC Symbol;Acc:12393]
CCDC15	0.39	coiled-coil domain containing 15 [Source:HGNC Symbol;Acc:25798]
RGL1	0.39	ral guanine nucleotide dissociation stimulator-like 1 [Source:HGNC Symbol;Acc:30281]
MRPS7	0.39	mitochondrial ribosomal protein S7 [Source:HGNC Symbol;Acc:14499]
PLXND1	0.39	plexin D1 [Source:HGNC Symbol;Acc:9107]
MED13	0.39	mediator complex subunit 13 [Source:HGNC Symbol;Acc:22474]
PMVK	0.39	phosphomevalonate kinase [Source:HGNC Symbol;Acc:9141]
OAT	0.39	ornithine aminotransferase [Source:HGNC Symbol;Acc:8091]
UQCR11	0.39	"ubiquinol-cytochrome c reductase, complex III subunit XI [Source:HGNC Symbol;Acc:30862]"
RND3	0.39	Rho family GTPase 3 [Source:HGNC Symbol;Acc:671]
AP2M1	0.39	"adaptor-related protein complex 2, mu 1 subunit [Source:HGNC Symbol;Acc:564]"
KPNA2	0.39	"karyopherin alpha 2 (RAG cohort 1, importin alpha 1) [Source:HGNC Symbol;Acc:6395]"
ENSA	0.39	endosulfine alpha [Source:HGNC Symbol;Acc:3360]
TPM2	0.39	tropomyosin 2 (beta) [Source:HGNC Symbol;Acc:12011]
ERCC5	0.39	"excision repair cross-complementing rodent repair deficiency, complementation group 5 [Source:HGNC Symbol;Acc:3437]"
GRSF1	0.39	G-rich RNA sequence binding factor 1 [Source:HGNC Symbol;Acc:4610]
REV3L	0.39	"REV3-like, polymerase (DNA directed), zeta, catalytic subunit [Source:HGNC Symbol;Acc:9968]"
ATP6V0B	0.39	"ATPase, H+ transporting, lysosomal 21kDa, V0 subunit b [Source:HGNC Symbol;Acc:861]"
SP3	0.39	Sp3 transcription factor [Source:HGNC Symbol;Acc:11208]
MPV17	0.39	MpV17 mitochondrial inner membrane protein [Source:HGNC Symbol;Acc:7224]
UBA2	0.39	ubiquitin-like modifier activating enzyme 2 [Source:HGNC Symbol;Acc:30661]
APBB1	0.39	"amyloid beta (A4) precursor protein-binding, family B, member 1 (Fe65) [Source:HGNC Symbol;Acc:581]"
ARF1	0.39	ADP-ribosylation factor 1 [Source:HGNC Symbol;Acc:652]
NFATC2IP	0.39	"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2 interacting protein [Source:HGNC Symbol;Acc:25906]"
ZBTB11	0.39	zinc finger and BTB domain containing 11 [Source:HGNC Symbol;Acc:16740]
SET	0.39	SET nuclear oncogene [Source:HGNC Symbol;Acc:10760]
FAM222B	0.39	"family with sequence similarity 222, member B [Source:HGNC Symbol;Acc:25563]"
FAM8A1	0.38	"family with sequence similarity 8, member A1 [Source:HGNC Symbol;Acc:16372]"
KIAA0430	0.38	KIAA0430 [Source:HGNC Symbol;Acc:29562]
TIMM50	0.38	translocase of inner mitochondrial membrane 50 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:23656]
Sep-10	0.38	septin 10 [Source:HGNC Symbol;Acc:14349]
HARS	0.38	histidyl-tRNA synthetase [Source:HGNC Symbol;Acc:4816]
GLIPR1	0.38	GLI pathogenesis-related 1 [Source:HGNC Symbol;Acc:17001]
MXRA5	0.38	matrix-remodelling associated 5 [Source:HGNC Symbol;Acc:7539]
HNRNPH1	0.38	heterogeneous nuclear ribonucleoprotein H1 (H) [Source:HGNC Symbol;Acc:5041]
HSPG2	0.38	heparan sulfate proteoglycan 2 [Source:HGNC Symbol;Acc:5273]
KIAA0753	0.38	KIAA0753 [Source:HGNC Symbol;Acc:29110]
IL6ST	0.38	"interleukin 6 signal transducer (gp130, oncostatin M receptor) [Source:HGNC Symbol;Acc:6021]"
NR1D2	0.38	"nuclear receptor subfamily 1, group D, member 2 [Source:HGNC Symbol;Acc:7963]"
SCAF11	0.38	SR-related CTD-associated factor 11 [Source:HGNC Symbol;Acc:10784]
LRRC32	0.38	leucine rich repeat containing 32 [Source:HGNC Symbol;Acc:4161]
NME1	0.38	NME/NM23 nucleoside diphosphate kinase 1 [Source:HGNC Symbol;Acc:7849]
S100A11	0.38	S100 calcium binding protein A11 [Source:HGNC Symbol;Acc:10488]
PSMD8	0.38	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 8 [Source:HGNC Symbol;Acc:9566]"
GNB1	0.38	"guanine nucleotide binding protein (G protein), beta polypeptide 1 [Source:HGNC Symbol;Acc:4396]"
COPS6	0.38	COP9 signalosome subunit 6 [Source:HGNC Symbol;Acc:21749]
MKI67	0.38	antigen identified by monoclonal antibody Ki-67 [Source:HGNC Symbol;Acc:7107]
NDUFB5	0.38	"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 5, 16kDa [Source:HGNC Symbol;Acc:7700]"
SRSF7	0.38	serine/arginine-rich splicing factor 7 [Source:HGNC Symbol;Acc:10789]
TMEM106C	0.38	transmembrane protein 106C [Source:HGNC Symbol;Acc:28775]
RPS26	0.38	ribosomal protein S26 [Source:HGNC Symbol;Acc:10414]
TMEM47	0.38	transmembrane protein 47 [Source:HGNC Symbol;Acc:18515]
CAV1	0.38	"caveolin 1, caveolae protein, 22kDa [Source:HGNC Symbol;Acc:1527]"
PSMC3	0.38	"proteasome (prosome, macropain) 26S subunit, ATPase, 3 [Source:HGNC Symbol;Acc:9549]"
MOB4	0.38	"MOB family member 4, phocein [Source:HGNC Symbol;Acc:17261]"
